accnum,age,job_admin,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,channel_cellular,channel_telephone,channel_unknown,duration,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,deposit
2043207698,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,265,1,1,0,0,1,348,-1,0,0,0,0,1,0
2003649852,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,839,0,1,0,0,1,225,-1,0,0,0,0,1,0
2016580327,49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,378,1,0,0,0,1,230,-1,0,0,0,0,1,0
2029068541,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39,1,1,0,0,1,208,-1,0,0,0,0,1,0
2002689751,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,226,-1,0,0,0,0,1,0
2079480356,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10635,1,0,0,0,1,336,-1,0,0,0,0,1,0
2015806794,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,63,1,0,0,0,1,242,-1,0,0,0,0,1,0
2026537081,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-7,1,0,0,0,1,365,-1,0,0,0,0,1,0
2014635029,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-3,0,0,0,0,1,1666,-1,0,0,0,0,1,0
2032751048,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,506,1,0,0,0,1,577,-1,0,0,0,0,1,0
2037941658,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,137,-1,0,0,0,0,1,0
2046158293,44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2586,1,0,0,0,1,160,-1,0,0,0,0,1,0
2027340518,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,49,1,0,0,0,1,180,-1,0,0,0,0,1,0
2039670215,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104,1,0,0,0,1,22,-1,0,0,0,0,1,0
2005913867,54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,529,1,0,0,0,1,1492,-1,0,0,0,0,1,0
2010632759,58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96,1,0,0,0,1,616,-1,0,0,0,0,1,0
2083015942,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-171,1,0,0,0,1,242,-1,0,0,0,0,1,0
2069085731,58,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-364,1,0,0,0,1,355,-1,0,0,0,0,1,0
2061540287,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,225,-1,0,0,0,0,1,0
2080736512,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,160,-1,0,0,0,0,1,0
2054796231,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,363,-1,0,0,0,0,1,0
2040819736,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1291,1,0,0,0,1,266,-1,0,0,0,0,1,0
2038462051,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-244,1,0,0,0,1,253,-1,0,0,0,0,1,0
2035627849,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,179,-1,0,0,0,0,1,0
2056274018,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-76,1,0,0,0,1,787,-1,0,0,0,0,1,0
2076195432,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-103,1,1,0,0,1,145,-1,0,0,0,0,1,0
2070823915,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,243,0,1,0,0,1,174,-1,0,0,0,0,1,0
2046795108,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,424,1,0,0,0,1,104,-1,0,0,0,0,1,0
2008246357,47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,306,1,0,0,0,1,13,-1,0,0,0,0,1,0
2096201437,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,1,0,0,0,1,185,-1,0,0,0,0,1,0
2093850627,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,179,1,0,0,0,1,1778,-1,0,0,0,0,1,0
2039621745,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,138,-1,0,0,0,0,1,0
2014893572,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,989,1,0,0,0,1,812,-1,0,0,0,0,1,0
2049712853,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,249,1,0,0,0,1,164,-1,0,0,0,0,1,0
2062537498,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,790,1,0,0,0,1,391,-1,0,0,0,0,1,0
2097546238,49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,154,1,0,0,0,1,357,-1,0,0,0,0,1,0
2034179826,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6530,1,0,0,0,1,91,-1,0,0,0,0,1,0
2072084596,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,0,0,0,0,1,528,-1,0,0,0,0,1,0
2020498357,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,59,1,0,0,0,1,273,-1,0,0,0,0,1,0
2076948315,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1205,1,0,0,0,1,158,-1,0,0,0,0,1,0
2052713064,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12223,1,1,0,0,1,177,-1,0,0,0,0,1,0
2038906215,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5935,1,1,0,0,1,258,-1,0,0,0,0,1,0
2096274805,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,25,1,1,0,0,1,172,-1,0,0,0,0,1,0
2027346958,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,282,1,1,0,0,1,154,-1,0,0,0,0,1,0
2026501978,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0,0,0,1,291,-1,0,0,0,0,1,0
2042571398,43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1937,1,0,0,0,1,181,-1,0,0,0,0,1,0
2013492758,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,384,1,0,0,0,1,176,-1,0,0,0,0,1,0
2094327580,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,582,0,1,0,0,1,211,-1,0,0,0,0,1,0
2069480752,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,91,0,0,0,0,1,349,-1,0,0,0,0,1,0
2027314609,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,272,-1,0,0,0,0,1,0
2041385609,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,208,-1,0,0,0,0,1,0
2054213760,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,206,1,0,0,0,1,193,-1,0,0,0,0,1,0
2021935748,47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,164,0,0,0,0,1,212,-1,0,0,0,0,1,0
2041268703,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,690,1,0,0,0,1,20,-1,0,0,0,0,1,0
2054178239,59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2343,1,0,0,0,1,1042,-1,0,0,0,0,1,1
2035796041,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,137,1,1,0,0,1,246,-1,0,0,0,0,1,0
2083247561,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,173,1,0,0,0,1,529,-1,0,0,0,0,1,0
2057802619,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,45,0,0,0,0,1,1467,-1,0,0,0,0,1,1
2092617305,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1270,1,0,0,0,1,1389,-1,0,0,0,0,1,1
2028536104,46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,1,1,0,0,1,188,-1,0,0,0,0,1,0
2012053796,57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,486,1,0,0,0,1,180,-1,0,0,0,0,1,0
2063250847,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50,0,0,0,0,1,48,-1,0,0,0,0,1,0
2018035642,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,152,1,1,0,0,1,213,-1,0,0,0,0,1,0
2031058742,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,290,1,0,0,0,1,583,-1,0,0,0,0,1,0
2012493056,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54,1,0,0,0,1,221,-1,0,0,0,0,1,0
2085749036,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-37,0,0,0,0,1,173,-1,0,0,0,0,1,0
2071542963,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,101,1,1,0,0,1,426,-1,0,0,0,0,1,0
2089340612,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,383,0,0,0,0,1,287,-1,0,0,0,0,1,0
2084632597,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,81,1,0,0,0,1,101,-1,0,0,0,0,1,0
2091406537,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,203,-1,0,0,0,0,1,0
2071408965,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,229,1,0,0,0,1,197,-1,0,0,0,0,1,0
2072401638,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-674,1,0,0,0,1,257,-1,0,0,0,0,1,0
2097431268,53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90,0,0,0,0,1,124,-1,0,0,0,0,1,0
2063984271,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,128,1,0,0,0,1,229,-1,0,0,0,0,1,0
2094520371,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,179,1,0,0,0,1,55,-1,0,0,0,0,1,0
2002483195,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,400,-1,0,0,0,0,1,0
2012835067,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,54,1,0,0,0,1,197,-1,0,0,0,0,1,0
2032756891,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,151,1,0,0,0,1,190,-1,0,0,0,0,1,0
2043728905,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,0,1,0,0,1,21,-1,0,0,0,0,1,0
2048361507,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,1,0,0,0,1,514,-1,0,0,0,0,1,0
2036705849,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,523,1,0,0,0,1,849,-1,0,0,0,0,1,0
2056149820,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,31,1,0,0,0,1,194,-1,0,0,0,0,1,0
2086074591,46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,79,0,0,0,0,1,144,-1,0,0,0,0,1,0
2019076234,56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-34,1,1,0,0,1,212,-1,0,0,0,0,1,0
2041902637,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,448,1,0,0,0,1,286,-1,0,0,0,0,1,0
2091765302,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,81,1,0,0,0,1,107,-1,0,0,0,0,1,0
2045021389,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,144,1,0,0,0,1,247,-1,0,0,0,0,1,0
2078910634,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,351,1,0,0,0,1,518,-1,0,0,0,0,1,0
2061453279,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-67,1,0,0,0,1,364,-1,0,0,0,0,1,0
2072908645,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,262,0,0,0,0,1,178,-1,0,0,0,0,1,0
2046503891,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,98,-1,0,0,0,0,1,0
2058147069,56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56,1,0,0,0,1,439,-1,0,0,0,0,1,0
2095413827,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,1,0,0,0,1,79,-1,0,0,0,0,1,0
2025469081,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,1,120,-1,0,0,0,0,1,0
2034015826,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,41,1,1,0,0,1,127,-1,0,0,0,0,1,0
2016572409,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,1,175,-1,0,0,0,0,1,0
2002471583,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,105,1,0,0,0,1,262,-1,0,0,0,0,1,0
2014278906,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,818,1,1,0,0,1,61,-1,0,0,0,0,1,0
2065381429,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-16,1,1,0,0,1,78,-1,0,0,0,0,1,0
2025846731,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,143,-1,0,0,0,0,1,0
2049375802,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2476,1,0,0,0,1,579,-1,0,0,0,0,1,1
2009258716,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1185,0,0,0,0,1,677,-1,0,0,0,0,1,0
2059378061,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,217,1,0,0,0,1,345,-1,0,0,0,0,1,0
2008791436,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1685,1,0,0,0,1,185,-1,0,0,0,0,1,0
2024601537,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,802,1,1,0,0,1,100,-1,0,0,0,0,1,0
2027419568,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,125,-1,0,0,0,0,1,0
2031407952,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,94,1,0,0,0,1,193,-1,0,0,0,0,1,0
2080156439,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,136,-1,0,0,0,0,1,0
2096317480,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,73,-1,0,0,0,0,1,0
2013089267,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,517,1,0,0,0,1,528,-1,0,0,0,0,1,0
2056241739,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,265,1,0,0,0,1,541,-1,0,0,0,0,1,0
2092704365,53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,947,1,0,0,0,1,163,-1,0,0,0,0,1,0
2059310647,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,301,-1,0,0,0,0,1,0
2068910537,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,0,0,0,0,1,46,-1,0,0,0,0,1,0
2080736529,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37,1,0,0,0,1,204,-1,0,0,0,0,1,0
2032160954,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57,1,0,0,0,1,98,-1,0,0,0,0,1,0
2012056834,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,22,1,0,0,0,1,71,-1,0,0,0,0,1,0
2084526903,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,1,157,-1,0,0,0,0,1,0
2005736129,48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,293,1,0,0,0,1,243,-1,0,0,0,0,1,0
2072364059,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1,186,-1,0,0,0,0,1,0
2090451863,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,348,1,0,0,0,1,579,-1,0,0,0,0,1,0
2085461927,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19,1,0,0,0,1,163,-1,0,0,0,0,1,0
2080127963,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,610,-1,0,0,0,0,1,0
2001965872,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-4,1,0,0,0,1,2033,-1,0,0,0,0,1,0
2070924136,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,1,0,0,0,1,85,-1,0,0,0,0,1,0
2085270639,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,139,0,0,0,0,1,114,-1,0,0,0,0,1,0
2035140987,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,114,-1,0,0,0,0,1,0
2019483625,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1883,1,0,0,0,1,57,-1,0,0,0,0,1,0
2056347982,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,216,1,0,0,0,1,238,-1,0,0,0,0,1,0
2076195083,52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,782,1,0,0,0,1,93,-1,0,0,0,0,1,0
2087451260,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,904,1,0,0,0,1,128,-1,0,0,0,0,1,0
2001276538,48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1705,1,0,0,0,1,107,-1,0,0,0,0,1,0
2013745908,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,47,1,0,0,0,1,181,-1,0,0,0,0,1,0
2061872403,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,176,1,0,0,0,1,303,-1,0,0,0,0,1,0
2080654371,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1225,1,0,0,0,1,558,-1,0,0,0,0,1,0
2038624019,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,86,1,0,0,0,1,270,-1,0,0,0,0,1,0
2057408613,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,82,1,0,0,0,1,228,-1,0,0,0,0,1,0
2040273651,52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,271,1,0,0,0,1,99,-1,0,0,0,0,1,0
2049376280,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1378,1,0,0,0,1,240,-1,0,0,0,0,1,0
2047981523,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,184,0,0,0,0,1,673,-1,0,0,0,0,1,1
2068934710,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,233,-1,0,0,0,0,1,0
2025710389,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1056,-1,0,0,0,0,1,0
2089365142,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1357,1,1,0,0,1,250,-1,0,0,0,0,1,0
2092685301,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,0,0,0,1,252,-1,0,0,0,0,1,0
2049651370,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,434,0,0,0,0,1,138,-1,0,0,0,0,1,0
2010748596,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,1,0,0,0,1,130,-1,0,0,0,0,1,0
2048037196,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1151,1,0,0,0,1,412,-1,0,0,0,0,1,0
2049326081,48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41,1,0,0,0,1,179,-1,0,0,0,0,1,0
2098650347,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,51,1,0,0,0,1,19,-1,0,0,0,0,1,0
